X_0,X_1
-5.305596683124444,8.651159334284575
8.865879486215892,-9.15049797898697
8.483465678935598,9.0969285609163
-8.89959933747596,-10.527814780678387
-0.35524599388407985,-3.786665989086176
4.9103676915967265,8.65241656970099
5.215587384753749,9.303237413848883
5.284401920512436,8.895978822967692
7.85467566658489,-5.843277965089072
1.0605085519364472,-4.240533998853732
5.855177566390613,2.868190156293698
5.177580313256675,-0.20273604146414434
6.416938778046273,4.7450751340842245
-1.7236918245428474,-3.2016806001898885
-3.7715529154823586,0.0007108595665739903
-4.586340718943813,1.5992137136960338
5.1773554033405755,-0.20429025941572299
-8.939748740665022,-7.484926364733642
-8.874720404893827,-7.8051046381084594
-3.9275449653095404,-2.755622598230157
-3.251745892533542,-3.1365033919485006
2.4083709050047832,-1.8072567182790056
-3.6177764532512873,4.8971070462802775
-2.4902023634461488,-2.156502427941431
5.177666680007529,8.962536020696456
0.13378537441474472,-6.039197392163007
-8.640656421732729,-7.100671075469583
-2.401203312832443,6.831596635037282
-1.0266060082558457,5.605689044751814
-0.24425289918107707,5.28762543315775
-9.590462082906374,9.323604392674465
-6.974846736412998,10.380801696223841
5.91831775410938,-3.748582587306265
2.945782203416276,7.944687741875891
-8.560553417775445,-3.987751507923531
-3.636272591550572,-0.20221475975153333
-5.450854993577386,-3.5767390880807093
-4.86140034021612,1.9411079640231883
7.180631011428518,-1.447058804727258
8.82008712630988,5.584306739496791
5.124701637628733,8.970516940199063
-10.103944449032108,-1.375528680538755
-6.87680511816309,-5.947695779096433
5.196476559200054,6.023947650335864
5.174150832654206,-0.20085520384949762
-6.541114950958878,9.020636794978142
0.7272694054125759,7.555044570578453
9.551586499713533,-1.1468556940596826
-5.7717156110655266,-0.004231651099690807
-3.819903175186495,-0.19394465271874553
4.484585729757025,2.849104755812849
8.623250335647933,5.621981199845763
-4.345411149045693,2.0731734406831617
-0.6206666140293559,-3.5863578175855704
2.240969673198623,4.436018135814624
1.0974701304685404,7.546025450591657
5.7577690328540285,2.4935997977183373
-7.604670960652026,-5.292349955700061
-3.5454222893551965,-0.2987034204794295
0.5572386151244889,9.939932938904438
-4.883713999884763,-7.8822648184863215
9.280504444776167,8.170622000928116
-8.157121002214076,-2.0933378835550114
4.511347767531044,2.8313183981957644
-0.16288873003302864,-0.06361249099304912
-2.3691717984979475,-2.1574390836264334
-0.0679778213909719,-0.20687406828289231
-1.1442829882624,-3.0298145604760314
5.195443894093903,-0.1932663443869797
5.259780824676589,-9.18684258778487
-9.591227897676989,9.322815019148894
8.092753786249636,-9.432057946545239
1.1572103611719065,-3.2341024909707956
0.050146502084889855,-6.111586270966136
2.867969538998742,7.832795097280443
4.940103277940334,-9.665899784436842
